,nonIBD,IBD
Bacteroides_ovatus_ATCC_8483,0.0,0.2736670990641232
Bacteroides_ovatus_SD_CC_2a,0.0,0.1775878315031418
Bacteroides_ovatus_SD_CMC_3f,0.0,0.2583437893463317
Bacteroides_plebeius_M12_DSM_17135,0.0,0.0041564224110314
Bacteroides_salyersiae_WAL_10018,0.0,0.2955330853586626
Bacteroides_sp_1_1_14,0.0,0.1791818559587936
Bacteroides_sp_1_1_30,0.0,0.1464425656085278
Bacteroides_sp_1_1_6,0.0,0.1218020482538739
Bacteroides_sp_20_3,0.0,0.1214036292172518
Bacteroides_sp_2_1_22,0.0,0.1118050967723027
Bacteroides_sp_2_1_33B,0.0,0.0823439504368606
Bacteroides_sp_2_1_7,0.0,0.0968027379744707
Bacteroides_sp_2_2_4,0.0,0.1249607145367101
Bacteroides_sp_3_1_19,0.0,0.0782717130949628
Bacteroides_sp_3_1_23,0.0,0.1262765620595844
Bacteroides_sp_3_1_33FAA,0.0,0.1353355562232602
Bacteroides_sp_3_1_40A,0.1087758092580619,0.1087758092580619
Bacteroides_sp_3_2_5,0.0,0.100678069986546
Bacteroides_sp_4_1_36,0.0635010862586181,0.0668871025962586
Bacteroides_sp_4_3_47FAA,0.0,0.1300779284515116
Bacteroides_sp_9_1_42FAA,0.0,0.2558690793951785
Bacteroides_sp_D1,0.0,0.1118050967723029
Bacteroides_sp_D2,0.0,0.0800053058135455
Bacteroides_sp_D20,0.0,0.0693697507003784
Bacteroides_sp_D22,0.0,0.1261829249583389
Bacteroides_stercoris_ATCC_43183,0.4247704669168126,0.4262883103813896
Bacteroides_thetaiotaomicron_VPI_5482,0.0,0.0860360616540634
Bacteroides_uniformis_ATCC_8492,0.0,0.0132419898992863
Bacteroides_ureolyticus_DSM_20703,0.0,0.0103437988297837
Bacteroides_vulgatus_ATCC_8482,0.0,0.3995844321905218
Bacteroides_xylanisolvens_SD_CC_1b,0.0,0.1126737151221312
Bartonella_quintana_Toulouse,0.0,0.0015741936204985
Bifidobacterium_adolescentis_ATCC_15703,0.0,0.3256805638181921
Bifidobacterium_angulatum_DSM_20098,0.0,0.0015304785975605
Bifidobacterium_animalis_lactis_AD011,0.0,0.003379045014238
Bifidobacterium_animalis_lactis_BB_12,0.0,0.0029579900987526
Bifidobacterium_animalis_lactis_Bi_07,0.0,0.0011345166531006
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219,0.0,0.0030185943803915
Bifidobacterium_animalis_lactis_CNCM_I_2494,0.0,0.002452872279119
Bifidobacterium_animalis_lactis_DSM_10140,0.0,0.0026896228487118
Bifidobacterium_animalis_lactis_V9,0.0,0.0029744602924423
Bifidobacterium_bifidum_BGN4,0.0,0.099628752911638
Bifidobacterium_bifidum_NCIMB_41171,0.0,0.0356608158757022
Bifidobacterium_bifidum_PRL2010,0.0,0.1966826868033239
Bifidobacterium_bifidum_S17,0.0,0.0400516171730261
Bifidobacterium_breve_HPH0326,0.0,0.2895131698330931
Bifidobacterium_breve_UCC2003_NCIMB8807,0.0,0.3245454117639819
Bifidobacterium_catenulatum_DSM_16992,0.0,0.0022199960956484
Bifidobacterium_dentium_ATCC_27678,0.0,0.076678929899524
Bifidobacterium_gallicum_DSM_20093,0.0,0.0039345823996054
Bifidobacterium_longum_DJO10A,0.0,0.0809255728556607
Bifidobacterium_longum_E18,0.0,0.1908784047965579
Bifidobacterium_longum_NCC2705,0.0,0.0794264081822796
Bifidobacterium_longum_infantis_157F_NC,0.0,0.0561541502124832
Bifidobacterium_longum_infantis_ATCC_15697,0.0,0.0018856714709948
Bifidobacterium_longum_longum_ATCC_55813,0.0,0.0880321391453848
Bifidobacterium_longum_longum_BBMN68,0.0,0.1965801824761405
Bifidobacterium_longum_longum_CCUG_52486,0.0,0.0901884906906045
Bifidobacterium_longum_longum_JCM_1217,0.0,0.1959163187341087
Bifidobacterium_longum_longum_JDM301,0.0,0.0117106207951537
Bifidobacterium_pseudocatenulatum_DSM_20438,0.0,0.0111323235699289
Bifidobacterium_thermophilum_RBL67,0.0,0.0013504588358441
Bilophila_wadsworthia_3_1_6,0.0,0.1691151654228079
Blautia_hansenii_VPI_C7_24_DSM_20583,0.0,0.2068869663659853
Blautia_hydrogenotrophica_DSM_10507,0.0,0.0223915898191782
Brachybacterium_paraconglomeratum_LC44,0.0,0.0142592555037938
Brachyspira_pilosicoli_B2904,0.0,0.0042018047412447
Bradyrhizobium_elkanii_USDA_76,0.0,0.0076591832956684
Brevibacillus_agri_BAB_2500,0.0,0.0029643261138158
Brevibacillus_borstelensis_AK1,0.0,0.0018343467158665
Brevibacillus_brevis_NBRC_100599,0.0,0.0032102528007646
Brevibacterium_casei_S18,0.0,0.0014750427337976
Brevibacterium_massiliense_5401308,0.0,0.0140720600573852
Brevundimonas_diminuta_470_4,0.0,0.0034436883150765
Bulleidia_extructa_W1219,0.0,0.0014171723909475
Burkholderiales_bacterium_1_1_47,0.0,0.0156506334542982
Butyricicoccus_pullicaecorum_1_2,0.0,0.0268874572273089
Butyricimonas_synergistica_DSM_23225,0.0,0.0231049277005377
Butyrivibrio_crossotus_DSM_2876,0.0,0.0490024441980073
Butyrivibrio_fibrisolvens_16_4,0.0,0.0022958888921311
Campylobacter_coli_JV20,0.0,0.0033022635101048
Campylobacter_concisus_13826,0.0,0.0041704288191928
Campylobacter_curvus_525_92,0.0,0.0038428979619408
Campylobacter_fetus_subsp_fetus_82_40,0.0,0.002448772105401
Campylobacter_gracilis_RM3268,0.0,0.0015019471064279
Campylobacter_hominis_ATCC_BAA_381,0.0,0.0091132039020792
Campylobacter_jejuni_jejuni_81_176,0.0,0.017151224441206
Campylobacter_jejuni_jejuni_M1,0.0,0.0170502506065726
Campylobacter_jejuni_jejuni_NCTC_11168,0.0,0.0170678311509275
Campylobacter_lari_RM2100,0.0,0.0035857749792228
Campylobacter_rectus_RM3267,0.0,0.0018460384495014
Campylobacter_upsaliensis_JV21,0.0,0.0021514660151281
Capnocytophaga_granulosa_ATCC_51502,0.0,0.0010474575039565
Capnocytophaga_ochracea_DSM_7271,0.0,0.0060951778075441
Capnocytophaga_sputigena_ATCC_33612,0.0,0.0040391926457296
Catenibacterium_mitsuokai_DSM_15897,0.0,0.2143058486046397
Citrobacter_koseri_ATCC_BAA_895,0.0,0.002165860609153
Citrobacter_sp_30_2,0.0,0.0141578417545953
Citrobacter_youngae_ATCC_29220,0.0,0.0017993944600988
Clostridiales_sp_1_7_47FAA,0.0,0.1254785080089917
Clostridium_beijerinckii_NCIMB_8052,0.0,0.003512028692383
Clostridium_bolteae_ATCC_BAA_613,0.0,0.2528404755755037
Clostridium_botulinum_A_str_ATCC_19397,0.0,0.0069227331160107
Clostridium_botulinum_A_str_Hall,0.0,0.0122382259206786
Clostridium_botulinum_Bf,0.0,0.0011818433429286
Clostridium_botulinum_E1_str_BoNT_E_Beluga,0.0,0.0023652562526245
Clostridium_botulinum_F_str_230613,0.0,0.0012104269375152
Clostridium_citroniae_WAL_17108,0.0,0.1895245819878541
Clostridium_clariflavum_DSM_19732,0.0,0.0161287461861353
Clostridium_clostridioforme_CM201,0.0,0.2955380445228697
Clostridium_difficile_CD196,0.0,0.0693749004344729
Clostridium_hathewayi_12489931,0.0,0.3074359628627378
Clostridium_hylemonae_DSM_15053,0.0,0.0019111390858837
Clostridium_innocuum_2959,0.0,0.3214848641939029
Clostridium_leptum_DSM_753,0.0,0.0529053613014937
Clostridium_perfringens_ATCC_13124,0.0,0.1960129570662803
Clostridium_saccharoperbutylacetonicum_N1_4_HMT,0.0,0.0308149962407883
Clostridium_scindens_ATCC_35704,0.0,0.1233006062003499
Clostridium_sp_7_2_43FAA,0.0,0.0114391119215324
Clostridium_sp_L2_50,0.0,0.0093764173170172
Clostridium_sp_M62_1,0.0,0.2210056346881686
Clostridium_sp_SY8519,0.0,0.001701180465885
Clostridium_spiroforme_DSM_1552,0.0,0.0614061338734523
Clostridium_sporogenes_ATCC_15579,0.0,0.019613168574009
Clostridium_sporosphaeroides_DSM_1294,0.0,0.0030690181632965
Clostridium_sticklandii_DSM_519,0.0,0.0119893281397822
Clostridium_symbiosum_WAL_14163,0.0,0.1667610164742118
Clostridium_symbiosum_WAL_14673,0.0,0.1673241202111084
Collinsella_aerofaciens_ATCC_25986,0.0,0.1504500498127255
Collinsella_intestinalis_DSM_13280,0.0,0.0042401641407113
Collinsella_stercoris_DSM_13279,0.0,0.0027235481119442
Collinsella_tanakaei_YIT_12063,0.0,0.155315327539041
Coprobacillus_sp_29_1,0.0,0.0106571345933462
Coprobacillus_sp_D7,0.0,0.0850874515153704
Coprococcus_comes_ATCC_27758,0.0,0.118284014251618
Coprococcus_eutactus_ATCC_27759,0.0,0.0078330823576998
Corynebacterium_ammoniagenes_DSM_20306,0.0,0.0013937387800866
Corynebacterium_amycolatum_SK46,0.0,0.0028210214749377
Corynebacterium_aurimucosum_ATCC_700975,0.0,0.0015666940822173
Corynebacterium_durum_F0235,0.0,0.0017760197129663
Corynebacterium_glucuronolyticum_ATCC_51867,0.0,0.0058280445319943
Corynebacterium_kroppenstedtii_DSM_44385,0.0,0.0176015106954193
Corynebacterium_propinquum_DSM_44285,0.0,0.0027718945062192
Corynebacterium_tuberculostearicum_SK141,0.0,0.0042069762012053
Corynebacterium_ulcerans_809,0.0,0.0013093670306041
Cronobacter_sakazakii_ATCC_BAA_894,0.0,0.0031022470537106
Cryptobacterium_curtum_DSM_15641,0.0,0.0054368752117326
Curtobacterium_flaccumfaciens_UCD_AKU,0.0,0.0040143173190475
Delftia_acidovorans_SPH_1,0.0,0.018438854132161
Desulfovibrio_piger_ATCC_29098,0.0,0.0532915578643897
Desulfovibrio_sp_3_1_syn3,0.0,0.0030230070892102
Dialister_invisus_DSM_15470,0.0,0.0047048647239122
Dialister_succinatiphilus_YIT_11850,0.0,0.002224437465346
Dorea_formicigenerans_ATCC_27755,0.0,0.0117797702204793
Dorea_longicatena_DSM_13814,0.0,0.2016205814289522
Edwardsiella_tarda_ATCC_23685,0.0,0.0430797451044528
Edwardsiella_tarda_FL6_60,0.0,0.0047752238465765
Eggerthella_sp_1_3_56FAA,0.0,0.0186513817979409
Eggerthella_sp_YY7918,0.0,0.0186972477021908
Eggerthia_catenaformis_OT_569,0.0,0.0344561073484942
Eikenella_corrodens_ATCC_23834,0.0,0.0177259123883842
Enterobacter_aerogenes_KCTC_2190,0.0,0.1063543468494806
Enterobacter_asburiae_LF7a,0.0,0.0437378822722855
Enterobacter_cancerogenus_ATCC_35316,0.0,0.0023025125235651
Enterobacter_cloacae_EcWSU1,0.0,0.0372317125036431
Enterococcus_asini_ATCC_700915,0.0,0.0216763245096992
Enterococcus_avium_ATCC_14025,0.0,0.0029149221969306
Enterococcus_caccae_ATCC_BAA_1240,0.0,0.0036541485778807
Enterococcus_casseliflavus_ATCC_12755,0.0,0.0030502366164222
Enterococcus_dispar_ATCC_51266,0.0,0.0059832830064441
Enterococcus_faecalis_OG1RF_ATCC_47077,0.0,0.0021858800593022
Enterococcus_faecalis_TX1322,0.0,0.0034457416761708
Enterococcus_faecalis_V583,0.0,0.0095641123212372
Enterococcus_faecium_TX1330,0.0,0.0038536318417987
Enterococcus_hirae_ATCC_9790,0.0,0.0024911625572328
Enterococcus_phoeniculicola_ATCC_BAA_412,0.0,0.0031920001462446
Erysipelotrichaceae_bacterium_5_2_54FAA,0.0,0.1169607776400051
Erysipelotrichaceae_bacterium_sp_3_1_53,0.0,0.019232126834029
Escherichia_albertii_TW07627,0.0,0.1435400517414049
Escherichia_coli_O157_H7_str_Sakai,0.0,0.3419504855696895
Escherichia_coli_SE11,0.0,0.3256805638181921
Escherichia_coli_UTI89_UPEC,0.0,0.6596422494661597
Escherichia_coli_str_K_12_substr_MG1655,0.0,0.3419504855696895
Escherichia_fergusonii_ATCC_35469,0.0,0.1048557269102655
Escherichia_sp_3_2_53FAA,0.0,0.6524340640988868
Escherichia_sp_4_1_40B,0.0,0.3419504855696895
Eubacterium_biforme_DSM_3989,0.0,0.0322559008240781
Eubacterium_dolichum_DSM_3991,0.0,0.0058169489867855
Eubacterium_eligens_ATCC_27750,0.0,0.2992645701217369
Eubacterium_limosum_KIST612,0.0,0.0196087187242186
Eubacterium_rectale_ATCC_33656,0.0,0.003946716655273
Eubacterium_saphenum_ATCC_49989,0.0,0.0039658926411525
Eubacterium_siraeum_DSM_15702,0.0,0.1577496254769007
Eubacterium_ventriosum_ATCC_27560,0.0,0.0045482147492784
Faecalibacterium_cf_prausnitzii_KLE1255,0.0,0.1363206724705135
Faecalibacterium_prausnitzii_M21_2,0.0,0.3596118883013952
Filifactor_alocis_ATCC_35896,0.0,0.0151027057890517
Finegoldia_magna_ATCC_29328,0.0,0.0076678231356754
Fusobacterium_gonidiaformans_ATCC_25563,0.0,0.005784566065187
Fusobacterium_mortiferum_ATCC_9817,0.0,0.0492138727899413
Fusobacterium_necrophorum_D12,0.0,0.0196079240728064
Fusobacterium_nucleatum_subsp_animalis_3_1_33,0.0,0.0335238439423097
Fusobacterium_nucleatum_subsp_animalis_7_1,0.0,0.0331702203414076
Fusobacterium_nucleatum_subsp_animalis_D11,0.0,0.0335458245468772
Fusobacterium_nucleatum_subsp_vincentii_3_1_27,0.0,0.0177693409894457
Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2,0.0,0.0354549026506007
Fusobacterium_nucleatum_subsp_vincentii_4_1_13,0.0,0.017944581510652
Fusobacterium_periodonticum_1_1_41FAA,0.0,0.0073382402351994
Fusobacterium_periodonticum_2_1_31,0.0,0.0110540583610689
Fusobacterium_russii_ATCC_25533,0.0,0.004154264052358
Fusobacterium_sp_4_8,0.0,0.0245627245280174
Fusobacterium_ulcerans_ATCC_49185,0.0,0.3379893551509049
Fusobacterium_varium_ATCC_27725,0.0,0.0677502149513414
Gemella_haemolysans_ATCC_10379,0.0,0.0023123206849544
Gemella_morbillorum_M424,0.0,0.0014911043244465
Gemella_sanguinis_M325,0.0,0.0015113637198239
Gordonia_rubripertincta_NBRC_101908,0.0,0.0016070855643989
Gordonia_terrae_NBRC_100016,0.0,0.0023795075598868
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,0.0,0.0184930798716354
Grimontia_hollisae_CIP_101886,0.0,0.0017888957658459
Haemophilus_haemolyticus_M19501,0.0,0.0027221593218589
Haemophilus_parainfluenzae_T3T1,0.0,0.3095150723169601
Helicobacter_bilis_ATCC_43879,0.0,0.0015260245505439
Helicobacter_canadensis_MIT_98_5491,0.0,0.0067406670426146
Helicobacter_cinaedi_CCUG_18818,0.0,0.0028887564713355
Helicobacter_pullorum_MIT_98_5489,0.0,0.0061613808401222
Helicobacter_pylori_26695,0.0,0.0226759539974982
Helicobacter_winghamensis_ATCC_BAA_430,0.0,0.003019624578094
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,0.0,0.2008376805921278
Kingella_oralis_ATCC_51147,0.0,0.0031016274052877
Klebsiella_pneumoniae_pneumoniae_MGH78578,0.0,0.2084842570296433
Kocuria_palustris_PEL,0.0,0.0026440900440981
Kocuria_rhizophila_DC2201,0.0,0.0015964356983261
Kytococcus_sedentarius_DSM_20547,0.0,0.0022700200605607
Lachnospiraceae_bacterium_sp_8_1_57FAA,0.0,0.0306388633202339
Lactobacillus_acidophilus_NCFM,0.0,0.0010236345660675
Lactobacillus_amylovorus_GRL_1112,0.0,0.0095799027812971
Lactobacillus_brevis_ATCC_367,0.0,0.004276881415404
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305,0.0,0.0022707436474114
Lactobacillus_buchneri_ATCC_11577,0.0,0.0019074738327737
Lactobacillus_casei_ATCC_334,0.0,0.0014550220806251
Lactobacillus_casei_casei_BL23,0.0,0.0015712254574049
Lactobacillus_coleohominis_101_4_CHN,0.0,0.0017264269605794
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842,0.0,0.0025967370762043
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365,0.0,0.0011749447214608
Lactobacillus_fermentum_ATCC_14931,0.0,0.0
Lactobacillus_fermentum_IFO_3956,0.0,0.0054518119849656
Lactobacillus_gasseri_ATCC_33323,0.0,0.0031330145456995
Lactobacillus_helveticus_DPC_4571,0.0,0.030575423408956
Lactobacillus_hilgardii_ATCC_8290,0.0,0.0030252015026262
Lactobacillus_johnsonii_DPC_6026,0.0,0.0041287896530265
Lactobacillus_johnsonii_NCC_533,0.0,0.0025538780854914
Lactobacillus_mucosae_LM1,0.0,0.0011941889352491
Lactobacillus_oris_F0423,0.0,0.0012789374327852
Lactobacillus_paracasei_subsp_paracasei_8700_2,0.0,0.0022467482453165
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,0.0,0.0013383068638996
Lactobacillus_pentosus_KCA1,0.0,0.009648741786245
Lactobacillus_plantarum_JDM1,0.0,0.0022250378123371
Lactobacillus_plantarum_WCFS1,0.0,0.0016433831790916
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917,0.0,0.0012630088552831
Lactobacillus_reuteri_F275_JCM_1112,0.0,0.0038066727799914
Lactobacillus_reuteri_SD2112_ATCC_55730,0.0,0.0113818077152852
Lactobacillus_rhamnosus_GG_ATCC_53103,0.0,0.0015224235218465
Lactobacillus_rhamnosus_LMS2_1,0.0,0.0020882534634514
Lactobacillus_sakei_subsp_sakei_23K,0.0,0.0173301884436773
Lactobacillus_salivarius_salivarius_UCC118,0.0,0.0028853010963101
Lactococcus_garvieae_ATCC_49156,0.0,0.001018903873654
Lactococcus_raffinolactis_4877,0.0,0.0027191864277306
Laribacter_hongkongensis_HLHK9,0.0,0.0026487431523751
Leptotrichia_buccalis_C_1013_b,0.0,0.001902455457892
Leuconostoc_argentinum_KCTC_3773,0.0,0.0022417636185356
Leuconostoc_gelidum_JB7,0.0,0.0014494306992708
Listeria_grayi_DSM_20601,0.0,0.0029577301048119
Listeria_monocytogenes_4a_L99,0.0,0.0029624894560735
Listeria_monocytogenes_4b_F2365,0.0,0.001452518014558
Listeria_monocytogenes_FSL_R2_561,0.0,0.002823144218802
Listeria_monocytogenes_Finland_1988,0.0,0.0029363560938253
Listeria_monocytogenes_J0161_FSL_R2_499,0.0,0.0098231127866534
Listeria_monocytogenes_SLCC_2378,0.0,0.0028256949743437
Listeria_monocytogenes_SLCC_2540,0.0,0.0028256949743437
Listeria_monocytogenes_SLCC_7179,0.0,0.0033206449007342
Listeria_monocytogenes_serotype_7_SLCC_2482,0.0,0.0028938295407823
Lysinibacillus_fusiformis_ZB2,0.0,0.0175328646051724
Lysinibacillus_sphaericus_C3_41,0.0,0.0030598233459991
Marvinbryantia_formatexigens_I_52_DSM_14469,0.0,0.0172640824518509
Megasphaera_elsdenii_DSM_20460,0.0,0.0042174875025731
Melainabacterium_MEL_A1,0.0,0.0075798259944769
Methylobacterium_mesophilicum_SR1_6_6,0.0,0.0026405794994949
Methylobacterium_populi_BJ001,0.0,0.0196220858988414
Methylobacterium_radiotolerans_JCM_2831,0.0,0.0020390913292056
Methyloversatilis_universalis_FAM5,0.0,0.0016035897746884
Micrococcus_luteus_NCTC_2665,0.0,0.0014945405988736
Micromonospora_aurantiaca_ATCC_27029,0.0,0.0019837680288243
Mitsuokella_multacida_DSM_20544,0.0,0.0175511893768303
Mobiluncus_curtisii_ATCC_43063,0.0,0.0045308953370879
Moraxella_catarrhalis_RH4,0.0,0.0013389848372196
Morganella_morganii_subsp_morganii_KT,0.0,0.0076820494448442
Mycobacterium_avium_subsp_avium_ATCC_25291,0.0,0.0017085004875633
Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621,0.0,0.0088357675066374
Neisseria_cinerea_ATCC_14685,0.0,0.0025541681442395
Neisseria_elongata_subsp_glycolytica_ATCC_29315,0.0,0.0010489224094613
Neisseria_flavescens_SK114,0.0,0.0018182955296089
Neisseria_mucosa_ATCC_25996,0.0,0.0026129490094354
Neisseria_subflava_NJ9703,0.0,0.0027823235237301
Ochrobactrum_anthropi_ATCC_49188,0.0,0.0043654833776055
Odoribacter_laneus_YIT_12061,0.0,0.2358801538962291
Odoribacter_splanchnicus_1651_6_DSM_20712,0.0,0.155583560632726
Olsenella_uli_DSM_7084,0.0,0.0016062011357658
Oxalobacter_formigenes_HOxBLS,0.0,0.0053244877237655
Oxalobacter_formigenes_OXCC13,0.0,0.0050082219765686
Paenibacillus_alvei_DSM_29,0.0,0.0062137844203344
Paenibacillus_barengoltzii_G22,0.0,0.002218613678117
Paenibacillus_daejeonensis_DSM_15491,0.0,0.0028533467534184
Paenibacillus_lactis_154,0.0,0.0032283891426772
Parabacteroides_distasonis_ATCC_8503,0.0,0.3995844321905218
Parabacteroides_goldsteinii_dnLKV18,0.0,0.0442772229556542
Parabacteroides_merdae_ATCC_43184,0.0,0.3799247864853296
Paraprevotella_clara_YIT_11840,0.0,0.2699695975473972
Paraprevotella_xylaniphila_YIT_11841,0.0,0.0561150385287628
Parvimonas_micra_ATCC_33270,0.0,0.0073988376899514
Pediococcus_acidilactici_DSM_20284,0.0,0.0019208270233439
Pediococcus_pentosaceus_ATCC_25745,0.0,0.0058854503589464
Peptoniphilus_lacrimalis_DSM_7455,0.0,0.0080380677293165
Porphyromonas_asaccharolytica_DSM_20707,0.0,0.0020997727220025
Porphyromonas_endodontalis_ATCC_35406,0.0,0.002230913060785
Porphyromonas_gingivalis_W83,0.0,0.018267076022707
Porphyromonas_somerae_DSM_23386,0.0,0.0015804267996044
Porphyromonas_uenonis_60_3,0.0,0.0088516929016472
Prevotella_bivia_DSM_20514,0.0,0.0018900612119949
Prevotella_buccae_ATCC_33574,0.0,0.1695319551634952
Prevotella_copri_CB7_DSM_18205,0.0850191656995706,0.0850191656995706
Prevotella_denticola_F0289,0.0,0.0198720934525706
Prevotella_disiens_FB035_09AN,0.0,0.0053546745849403
Prevotella_intermedia_17,0.0,0.0046098892963769
Prevotella_melaninogenica_ATCC_25845,0.0,0.001211984880771
Prevotella_oralis_ATCC_33269,0.0,0.0076375232890752
Prevotella_ruminicola_23,0.0,0.0181607956849949
Prevotella_timonensis_CRIS_5C_B1,0.0,0.0197959436083193
Propionibacterium_acidipropionici_ATCC_4875,0.0,0.0100985302318488
Propionibacterium_acnes_KPA171202,0.0,0.0203240781986386
Propionibacterium_avidum_44067,0.0,0.0075487313806137
Propionibacterium_propionicum_F0230a,0.0,0.0047427866683094
Providencia_rettgeri_DSM_1131,0.0,0.0043146899021628
Providencia_rustigianii_DSM_4541,0.0,0.0014808421769282
Providencia_stuartii_ATCC_25827,0.0,0.003484511578335
Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0,0.0286976950113511
Pseudomonas_aeruginosa_NCGM2_S1,0.0,0.0223309254731738
Pseudomonas_alcaliphila_34,0.0,9.974574958050557
Pseudoramibacter_alactolyticus_ATCC_23263,0.0,0.0213939873432146
Pyramidobacter_piscolens_W5455,0.0,0.0256128913117933
Ralstonia_sp_5_7_47FAA,0.0,0.0038233479395118
Rhodococcus_equi_ATCC_33707,0.0,0.0103101170307054
Roseburia_intestinalis_L1_82,0.0,0.4032411628579044
Rothia_dentocariosa_ATCC_17931,0.0,0.0013020464608544
