,ACP_c,PGP_c,PGPm1_c,adp_c,ala__L_c,amet_c,apoACP_c,arg__L_c,asn__L_c,asp__L_c,atp_c,biomass_c,ca2_c,cl_c,coa_c,cobalt2_c,ctp_c,cu2_c,cys__L_c,datp_c,dctp_c,dgtp_c,dnarep_c,dttp_c,fad_c,fe2_c,fe3_c,gln__L_c,glu__L_c,gly_c,gtp_c,h2o_c,h_c,his__L_c,ile__L_c,k_c,leu__L_c,lys__L_c,met__L_c,mg2_c,mn2_c,nad_c,nadp_c,phe__L_c,pi_c,ppi_c,pro__L_c,proteinsynth_c,pydx5p_c,ribflv_c,rnatrans_c,ser__L_c,so4_c,thr__L_c,trp__L_c,tyr__L_c,udcpdp_c,utp_c,val__L_c,zn2_c,10fthf_c,2dmmq8_c,5mthf_c,adocbl_c,ai17tca1_c,ai17tcaacgam_c,ai17tcaala__D_c,ai17tcaglc_c,cbi_c,clpn180_c,clpnai17_c,clpni17_c,dmbzid_c,glyc45tca_c,glyc45tcaala__D_c,glyc45tcaglc_c,gthrd_c,i17tca1_c,i17tcaacgam_c,i17tcaala__D_c,i17tcaglc_c,mqn8_c,pe180_c,peai17_c,pei17_c,pg180_c,pgai17_c,pgi17_c,pheme_c,ptrc_c,q8_c,sheme_c,spmd_c,sttca1_c,sttcaacgam_c,sttcaala__D_c,sttcaglc_c,tcam_c,thf_c,thmpp_c,colipa_c
Prevotella_buccae_ATCC_33574,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.016,-0.016042,-0.016042,-1.0,-0.016,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.4846,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_copri_CB7_DSM_18205,-0.0078094,-0.092476,0.092476,40.0,-0.50006,-0.0078094,0.0078094,-0.28827,-0.23468,-0.23468,-40.1701,1.0,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.12988,-0.0078094,-0.08898,-0.011747,-0.011747,-0.011747,-1.0,-0.011747,-0.0078094,-0.0078094,-0.0078094,-0.25601,-0.25601,-0.5958,-0.2091,-34.7965,40.0,-0.092623,-0.28255,-0.0078094,-0.43866,-0.33355,-0.14934,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.18056,39.9922,0.6024,-0.21543,-1.0,-0.0078094,-0.0078094,-1.0,-0.2097,-0.0078094,-0.24665,-0.055157,-0.13425,-0.092476,-0.14027,-0.4116,-0.0078094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella_denticola_F0289,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.015905,-0.016136,-0.016136,-1.0,-0.015905,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.4846,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_disiens_FB035_09AN,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.019154,-0.012891,-0.012891,-1.0,-0.019154,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48461,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_intermedia_17,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.018112,-0.013932,-0.013932,-1.0,-0.018112,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48461,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_melaninogenica_ATCC_25845,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.018912,-0.013133,-0.013133,-1.0,-0.018912,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48461,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_oralis_ATCC_33269,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.017896,-0.014147,-0.014147,-1.0,-0.017896,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.4846,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_ruminicola_23,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.016763,-0.015279,-0.015279,-1.0,-0.016763,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.4846,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Prevotella_timonensis_CRIS_5C_B1,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.018521,-0.013523,-0.013523,-1.0,-0.018521,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48461,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Propionibacterium_acidipropionici_ATCC_4875,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.010003,-0.022032,-0.022032,-1.0,-0.010003,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48459,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Propionibacterium_acnes_KPA171202,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.012812,-0.019226,-0.019226,-1.0,-0.012812,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48459,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Propionibacterium_avidum_44067,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.011699,-0.020338,-0.020338,-1.0,-0.011699,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48459,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Propionibacterium_propionicum_F0230a,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.010873,-0.021163,-0.021163,-1.0,-0.010873,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48459,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Providencia_rettgeri_DSM_1131,-0.0078094,-0.092476,0.092476,40.0,-0.50006,-0.0078094,0.0078094,-0.28827,-0.23468,-0.23468,-40.1701,1.0,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.12988,-0.0078094,-0.08898,-0.011747,-0.011747,-0.011747,-1.0,-0.011747,-0.0078094,-0.0078094,-0.0078094,-0.25601,-0.25601,-0.5958,-0.2091,-34.7965,40.0,-0.092623,-0.28255,-0.0078094,-0.43866,-0.33355,-0.14934,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.18056,39.9922,0.6024,-0.21543,-1.0,-0.0078094,-0.0078094,-1.0,-0.2097,-0.0078094,-0.24665,-0.055157,-0.13425,-0.092476,-0.14027,-0.4116,-0.0078094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Providencia_rustigianii_DSM_4541,-0.0078094,-0.092476,0.092476,40.0,-0.50006,-0.0078094,0.0078094,-0.28827,-0.23468,-0.23468,-40.1701,1.0,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.12988,-0.0078094,-0.08898,-0.011747,-0.011747,-0.011747,-1.0,-0.011747,-0.0078094,-0.0078094,-0.0078094,-0.25601,-0.25601,-0.5958,-0.2091,-34.7965,40.0,-0.092623,-0.28255,-0.0078094,-0.43866,-0.33355,-0.14934,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.18056,39.9922,0.6024,-0.21543,-1.0,-0.0078094,-0.0078094,-1.0,-0.2097,-0.0078094,-0.24665,-0.055157,-0.13425,-0.092476,-0.14027,-0.4116,-0.0078094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Providencia_stuartii_ATCC_25827,-0.0078094,-0.092476,0.092476,40.0,-0.50006,-0.0078094,0.0078094,-0.28827,-0.23468,-0.23468,-40.1701,1.0,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.12988,-0.0078094,-0.08898,-0.011747,-0.011747,-0.011747,-1.0,-0.011747,-0.0078094,-0.0078094,-0.0078094,-0.25601,-0.25601,-0.5958,-0.2091,-34.7965,40.0,-0.092623,-0.28255,-0.0078094,-0.43866,-0.33355,-0.14934,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.18056,39.9922,0.6024,-0.21543,-1.0,-0.0078094,-0.0078094,-1.0,-0.2097,-0.0078094,-0.24665,-0.055157,-0.13425,-0.092476,-0.14027,-0.4116,-0.0078094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0078094,-0.092476,0.092476,40.0,-0.50006,-0.0078094,0.0078094,-0.28827,-0.23468,-0.23468,-40.1701,1.0,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.12988,-0.0078094,-0.08898,-0.011747,-0.011747,-0.011747,-1.0,-0.011747,-0.0078094,-0.0078094,-0.0078094,-0.25601,-0.25601,-0.5958,-0.2091,-34.7965,40.0,-0.092623,-0.28255,-0.0078094,-0.43866,-0.33355,-0.14934,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.18056,39.9922,0.6024,-0.21543,-1.0,-0.0078094,-0.0078094,-1.0,-0.2097,-0.0078094,-0.24665,-0.055157,-0.13425,-0.092476,-0.14027,-0.4116,-0.0078094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pseudomonas_aeruginosa_NCGM2_S1,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.016021,-0.016021,-0.016021,-1.0,-0.016021,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.4846,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Pseudomonas_alcaliphila_34,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.01197,-0.020067,-0.020067,-1.0,-0.01197,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48459,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Pseudoramibacter_alactolyticus_ATCC_23263,-0.0079397,-0.0018061,0.0072242,41.257,-0.26756,-0.0079397,0.0079397,-0.1934,-0.14833,-0.14833,-41.2914,1.0,-0.0079397,-0.0079397,-0.0079397,-0.0079397,-0.026124,-0.0079397,-0.056954,-0.013207,-0.013666,-0.013666,-1.0,-0.013207,-0.0079397,-0.0079397,-0.0079397,-0.26101,-0.26101,-0.40933,-0.042403,45.354,-41.257,-0.081948,-0.27043,-0.0079397,-0.34746,-0.3237,-0.1135,-0.0079397,-0.0079397,-0.0079397,-0.0079397,-0.17619,41.2491,0.18489,-0.16103,-1.0,-0.0079397,-0.0079397,-1.0,-0.21675,-0.0079397,-0.18684,-0.054496,-0.11104,-0.0018061,-0.028225,-0.30772,-0.0079397,-0.0079397,-0.0079397,-0.0079397,-0.0079397,-0.0018061,-0.0018061,-0.0018061,-0.0018061,0.0079397,-0.0085871,-0.0085871,-0.0085871,0.0079397,-0.0018061,-0.0018061,-0.0018061,-0.0079397,-0.0018061,-0.0018061,-0.0018061,-0.0018061,-0.0079397,-0.0085871,-0.0085871,-0.0085871,-0.0085871,-0.0085871,-0.0085871,-0.0079397,-0.0079397,-0.0079397,-0.0079397,-0.0079397,-0.0018061,-0.0018061,-0.0018061,-0.0018061,-0.0018061,-0.0079397,-0.0079397,0.0
Pyramidobacter_piscolens_W5455,-0.0030965,-0.025011,0.025011,40.0,-0.42793,-0.0030965,0.0030965,-0.2467,-0.20083,-0.20083,-40.1102,1.0,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.084104,-0.0030965,-0.076146,-0.012866,-0.019172,-0.019172,-1.0,-0.012866,-0.0030965,-0.0030965,-0.0030965,-0.21909,-0.21909,-0.50987,-0.13541,-35.5403,40.0,-0.079264,-0.2418,-0.0030965,-0.37539,-0.28544,-0.1278,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.15452,39.9969,0.48459,-0.18435,-1.0,-0.0030965,-0.0030965,-1.0,-0.17946,-0.0030965,-0.21107,-0.047202,-0.12068,-0.025011,-0.090832,-0.35223,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0030965,-0.010648,-0.010648,-0.010648,0.0030965,0.0,0.0,0.0,-0.0030965,0.0,0.0,0.0,0.0,-0.0030965,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.010648,-0.0030965,-0.0030965,-0.0030965,-0.0030965,-0.0030965,0.0,0.0,0.0,0.0,0.0,-0.0030965,-0.0030965,-0.025011
Ralstonia_sp_5_7_47FAA,-0.0078094,-0.092476,0.092476,40.0,-0.50006,-0.0078094,0.0078094,-0.28827,-0.23468,-0.23468,-40.1701,1.0,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.12988,-0.0078094,-0.08898,-0.011747,-0.011747,-0.011747,-1.0,-0.011747,-0.0078094,-0.0078094,-0.0078094,-0.25601,-0.25601,-0.5958,-0.2091,-34.7965,40.0,-0.092623,-0.28255,-0.0078094,-0.43866,-0.33355,-0.14934,-0.0078094,-0.0078094,-0.0078094,-0.0078094,-0.18056,39.9922,0.6024,-0.21543,-1.0,-0.0078094,-0.0078094,-1.0,-0.2097,-0.0078094,-0.24665,-0.055157,-0.13425,-0.092476,-0.14027,-0.4116,-0.0078094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
