featureid	Intercept	C(diagnosis, Treatment('nonIBD'))[T.IBD]
1212545	-3.48176793720558	-0.412773011890343
1214102	0.330693915821762	-0.336823965129546
1215915	-2.54050378467873	1.01891442138226
1217689	-3.05493764545754	-0.529314766344717
1217986	-2.80958108570412	-1.01324919861286
1218102	-1.85597734119728	-0.0862885217043671
1229756	-2.94579724933937	-0.333818475422552
1229781	-2.92403344776466	-0.140376875815085
1231627	-3.37529306080177	0.315758426966974
1235789	4.0195943865554	-0.802434424576453
1235795	-2.67818097736671	0.288806517901727
1236550	-2.43100766804054	-0.176511714873007
1246477	-2.76435784962013	0.0645615060952393
1248438	-2.49416474964455	-0.0400107602450165
1254439	-1.07607202198341	0.83452637988598
1257041	-1.01346425678566	-1.55101327103107
1274524	-3.36805371906593	-0.0725307564112457
1278306	-1.37567357685402	-1.91109470528095
1292022	-3.01349191334084	0.146253367247888
1300222	-2.65932111408546	0.0218993623879639
1322347	1.30880041454002	1.05254085856945
1353979	-3.69450597431496	-0.204877237496069
1384484	-0.24898032810524	1.0540257294801
1423757	-4.0190527882798	-0.148079882082632
176280	-2.39728955890968	-0.742917577442816
1899017	-0.289879128001481	1.31929989654095
192222	-4.59195356037453	-0.244030440864256
195103	-0.990853592417984	-0.00332511466472474
203267	-4.39697007801369	-0.815107176718405
205913	1.09447498653099	0.731946786227533
205921	-1.41571120884254	-0.712144593414954
206672	1.03590603206322	0.715890248599359
207244	1.13938541743919	0.548466404261896
213810	1.50000639293358	-0.334965596613577
218495	-3.00359182026222	-0.151076475796393
220668	-3.29622869160011	0.561087807002374
223926	-2.8820202794297	-0.00246230762927857
226185	-0.319223209880143	-0.420303865042618
226186	6.27985169027016	-0.660284603652647
242619	-0.401604935191422	1.25804265338452
246198	1.96491403911278	-0.288743014154128
246201	0.185308173634262	0.858517964663812
257314	-3.37295083668068	-0.66287619870632
264199	1.13793678615257	-0.715932334479979
264731	0.552707866169662	0.380248566451379
265669	-3.45400743152931	-0.387164870915106
267747	-1.17286853458717	-0.644611905035666
272558	-2.71033792164162	0.140327533068964
272559	5.72695168886349	-0.74692286056011
272620	2.52452082965538	0.0463904340890137
272621	-2.60483674671486	-1.01343951624363
273057	-4.13116769459084	-0.151846746620825
278197	-3.08571366932228	-0.156541864094427
279808	-3.03812627460793	0.0927581985619751
28112	1.3306729349868	-0.101417551455191
283165	-3.18631105091408	1.1081747611192
290338	0.909671023823471	-0.607118854937247
290339	-0.581708237193375	0.224605043711969
290402	-1.01955918934181	-0.0459254185530457
295405	5.7167978439109	-0.737441162285498
299033	-2.81458024647072	0.837745745959589
306263	-4.43021897938088	0.29269220429928
314315	-3.02570943500832	0.264064153018304
321956	-2.22751168873146	-0.830364982304266
321967	-2.56598310139015	0.331406136336633
324831	-0.827106758616715	-1.89264837902515
326426	3.58616967532799	-4.04747156303852
329	-1.79302386905983	0.241383870425531
334390	-2.95572404529884	0.595300873103448
334413	-1.88814429905251	0.755003174128839
339860	-3.38386563923195	-0.120510200676611
342451	-3.23172502186134	0.184921642127344
347253	2.44904275272057	-0.606118688997916
349741	6.45715470645592	-0.505233938512495
349966	-2.81169633533791	-0.265338818249396
352165	-0.0250113454087071	1.54215713340313
354242	0.522415832020492	0.550942142787286
358681	-1.26592998173073	0.133954664054224
360104	-1.36581067707375	1.6373016436723
360105	-4.31016664173439	0.32089980441601
360106	-4.2816260304673	-0.127533386168173
360107	-1.52971248295143	0.455941935363123
362948	-1.25704459812477	-0.669804895934752
364106	5.07916076514885	-1.78640345734089
367737	-4.01267175342873	-0.0355772475573334
367928	2.34426970813438	-0.628024856266669
378753	-2.51888780262306	-0.0809807280871185
380703	-2.02165059711769	-0.072988311466864
386585	2.70953936908409	0.206866105380365
387344	-3.50264386799171	0.370475073638269
388919	-0.500175282023697	-0.448805403602413
390333	-2.18156366016701	-0.862193415579489
391904	0.859130576588363	0.10144122439892
393126	-3.48699884083107	-0.280590603766135
393127	-3.39861802723244	-0.42301426705449
393130	-3.63025216724709	-0.175984124359778
393305	-1.86463479664162	-0.32691560190647
398511	-2.61539010670021	-0.163974652704886
398513	1.04426212642357	-1.05597827833622
398525	-1.91702632572487	0.0801235635903564
398578	-1.25282554294899	-0.191407273230246
405531	-2.68992929127052	0.0875764687684265
405534	-2.69369249012306	0.198844452681848
405566	-2.93160562183693	0.187628289046594
409438	3.18784160945579	0.390924115958521
411460	3.10061784122154	-0.184984544930151
411461	4.00876231525108	0.833137710872003
411462	4.05710871551201	0.302031894507715
411463	5.17246283624336	-0.505137334284476
411464	1.44394512508079	1.37474199134381
411465	-0.320784851573258	-1.70872203510731
411466	-0.312046810649186	-0.0982136825892242
411467	4.13513608310387	0.0363297064927307
411468	2.55542464587852	0.0893721779015747
411470	3.93157739970848	0.722352107348749
411471	3.66412706706688	0.221643884959528
411474	3.25533767078087	0.31754948693783
411476	5.83034409988687	0.680305083575555
411477	6.44273228976891	-0.258803511676482
411479	7.67933709952995	-0.74302459758251
411485	7.64909096095726	-0.305035452065161
411486	4.69504876468346	0.296944220843622
411489	3.79267759654686	0.135610838713953
411490	2.43364711139366	0.302889188113519
411901	7.01411207053825	-0.578510607299498
411902	5.29970176551506	-0.344738567886046
411903	2.55125542018578	0.105711777987787
416269	-1.56827096607521	-0.446836431217483
420889	-2.87253884937599	0.824860771479913
426355	-1.9128630604966	0.363078196826288
428125	5.70592837069199	-2.73528365295856
428126	1.00547666881248	0.857629974665948
428127	2.33906336162254	0.955910285296747
428128	5.77352624420092	-1.46924201649158
435590	8.55456800792381	-0.268054390964201
435591	5.64983935687706	0.431260963263818
435830	-1.50913791324928	-0.122861246285132
435837	-3.38486413624123	-0.187553385910681
435838	-4.26884011890724	0.0792449911263672
439375	-2.57049302723244	0.952293117823907
441620	-2.07371549274757	0.381193538489648
441770	-2.9450257268174	0.264069875064203
441771	-2.77945260670021	0.129760881247827
442563	-2.49869470264748	-0.0502004126879486
444177	-2.93345098163918	0.11776020127804
445336	-2.27447728779152	0.113767286124536
445971	-1.3920619931443	0.140440662684747
445972	4.97432817552254	-0.721936653074912
445975	-0.461964413188248	-0.676307598766974
449673	7.67961104247734	-0.385772171137026
450749	4.40842707488701	-2.04944113892048
451640	0.95836658809349	0.805628140750238
457387	7.02351506087944	-0.517350080129794
457388	6.30839161608383	0.112985094371149
457390	5.69122621450588	0.675878604235956
457391	6.29644511673614	1.08682568866284
457392	6.57349796626732	-1.58969155949085
457393	7.95862264964745	-0.75676013034313
457394	8.28964634273216	-0.255420247730902
457395	6.6404748711364	0.874656637492487
457396	-0.32091693546608	-0.509092404213837
457398	-1.03145103123024	0.287944038691827
457401	2.69873710010216	0.385801335158655
457405	-0.805984779856949	0.974819262805292
457412	5.03233768079445	0.686898787799188
457416	4.33666487071678	-2.03646961849659
457421	3.76780147884056	0.766635378184625
457424	4.80146069858238	0.318898816886255
465515	-1.96943454410866	-0.21926943462818
467705	-0.500428005717545	-1.44718925159901
469378	-3.74032621052101	0.696981509509393
469585	6.70004655454323	-0.701739559588126
469588	5.90191239524648	-0.0758526722761902
469589	4.64092250201866	0.885263522448846
469590	6.14615623686478	0.650426705661127
469591	5.45043827626869	0.597328861537286
469592	5.45469753477737	0.432060082736322
469593	8.28651686046287	-0.238439063248328
469595	1.19361372325584	1.18215545016796
469596	2.26782937381432	1.26569207507641
469599	-2.59083490040138	0.720509012523004
469602	-2.59567670490578	0.675294121089288
469603	-0.837672993205338	0.74247213202984
469604	-2.17856244709328	0.62334211665661
469606	-2.57318524982765	0.793813188853571
469607	-0.89679698612526	0.841267307582208
469609	-0.255362316630631	-1.58817342918842
469610	5.72543567452595	-0.976796905216864
469615	-2.66535787250832	-0.100558886942557
469616	-2.58824662830666	0.534277160945245
469617	0.698661521412582	0.0214622815278259
469618	-2.95218877460793	0.0784406860497681
469621	-2.6845047917588	0.354431231799432
470145	5.72062376175091	0.629581769290277
470146	4.078823641278	0.434220333876916
471870	5.14720185134575	1.4759234984544
471871	-2.45395593311623	0.168186565223047
471874	-1.67680768635109	-0.0732545356127533
471875	5.31156767938301	-0.801940778908423
473819	3.29252453181908	-4.06246523064106
474186	-3.86357049610451	0.547376354518243
476272	2.33351440761253	0.678536971392938
478749	2.99169106815025	-0.525703585413388
478801	-2.46405915882423	-0.0487667421671661
479436	3.80125923488304	-1.64884058636158
483215	6.14064265821144	-0.129273275551489
483216	6.31661425564453	-2.0698094765517
483217	6.35560487244293	1.0236906607774
484018	6.19678114388153	-0.67653247219055
484020	1.3377153429763	0.101581414523431
491077	-2.26911286976173	0.546697696032831
499177	-2.16023187305763	0.283009250941583
500635	-1.43819980289772	-0.0974888305041107
500637	-2.0273592915757	-0.0547481874796661
500638	-2.35797624256447	0.132621665778467
500639	0.810405925251693	0.747004826846429
500640	-0.0152519192917637	0.858869036021539
502347	1.09216518733665	-0.251527021345786
502558	-0.324920460246354	0.209404488387415
502800	-1.75552062656715	-0.075188110289267
511145	2.62454600665733	0.470273514571497
511680	4.04766006801292	-0.0866589645716461
515608	-3.70923165943459	-0.219274322209052
515619	6.83117707107231	-0.278253207621268
515620	5.10042221877739	1.26495154696972
518635	-1.11310319568947	-0.109250108418158
518637	2.29923935268089	0.326417704406091
521000	-2.06231765415504	-0.052718947348288
521003	-1.37166623737648	-0.185703794178656
521095	-2.14382867481545	-0.00935725372760621
521097	-2.40732698108986	0.0457707245972839
523794	-3.24281720783546	-0.0308314065310272
525246	-2.67102365162209	-0.00146628421275941
525278	-2.13976602222755	0.771217306437799
525279	-2.03259830143288	-0.506842883941821
525310	-3.57190732624367	0.0617184241440979
525318	-4.08802060749367	0.465723951640436
525325	-3.65886716511086	0.657590230288812
525337	-2.87116460468605	0.113087793174097
525338	-3.86211328174904	0.778273661914178
525361	-0.449912830851822	-3.20405010384052
525367	-3.76857404377296	-0.0912486116263184
525370	-2.53788308765724	-0.133946845946005
525919	-2.98862676288918	0.231108625712701
526997	-3.35167436268166	0.0125219722417084
527004	-2.65958146717384	0.715534885707208
527012	-3.03798322346046	0.164696772876093
536229	-2.80336122181252	-0.323147440967253
536231	6.62008579108879	1.32883818942578
536233	-0.867559715770035	-0.0666352907988342
537007	3.82447429034874	-0.0156129102083954
537011	8.85618181560204	-1.06070099276035
537937	1.22981520030662	0.840396960559198
537970	-3.46102742817238	0.804722150149652
537971	-3.93782262470558	-0.417554552373579
537972	-4.14682130482033	-0.0781408051821503
537973	-2.80355958607033	0.440322061362573
543734	-2.83139257099464	0.445879360022852
545696	3.78051014278099	0.969563086810419
546262	-1.2286475148423	-0.00534943741290894
546263	-2.01151828434303	0.0832431514886108
546266	-2.10146884586647	0.635012110057184
546268	-0.813841625712662	0.873200734439203
546269	-2.02787618305519	0.759402354541132
546270	-2.54480104114845	0.458307822528192
546273	3.85704894397423	-0.49220435757666
546274	-0.155327602885514	-2.45235721271961
547042	4.9947092089431	-0.248828391251257
547043	1.00582142207787	0.31077446538479
548476	-3.25460557606056	0.110820372882196
548477	-2.0196221318467	0.310048301997491
548479	-0.690628334544449	0.18116511899502
548480	1.46685333583519	0.618216832461664
552396	3.14980621669456	1.24919648963482
552398	4.98459382388756	-0.519854238894871
552531	-2.10008840229347	-0.0309298734041962
553174	1.9931268248336	0.470455904784509
553175	-1.0672762837632	0.837948044123956
553177	-2.83355168964699	0.140165766063043
553184	-2.60977010395363	-0.635564843830756
553204	-1.88349752094582	0.328611632170984
553206	-3.077053352855	-0.223216215786627
553218	-3.24038819935158	0.999675234141656
553220	-0.187279030345231	1.15520449477703
553481	-2.44642762806252	-0.124645153698615
553973	0.373516276814193	-0.100098053631476
555970	-2.0514390912278	-0.15013108652561
556258	5.92641320113108	-0.0702817837569031
556259	4.90189595554039	0.868738134684869
556263	-3.71584443714455	-0.19939706724613
556264	-0.746460720561295	0.93344314891369
556267	-2.10783700611427	-0.377686301884344
556268	-0.578604027293473	0.94868882495434
556269	-2.65302686359718	1.01424141723187
556270	1.91510672900841	0.709340890231439
557598	-2.41524438526466	0.46859153110058
561	4.85500629279777	-1.54292909306019
561177	-2.15465955402687	0.850699504199335
561180	-3.40345601703957	-0.240813876208952
562973	-1.88487796451881	-0.170739303049735
562982	-2.18271951343849	0.649884661021539
562983	-1.10526590015724	-0.770093808588675
563192	4.88035233352348	0.310928424182245
565040	1.31653519008324	1.00296707946331
565042	0.9214031252639	0.775962551417657
565047	-3.11957673694923	0.15144749480755
566552	1.28757543895409	1.37544127303631
568703	-1.42868451740578	-0.987166980919531
568816	3.18281002376244	1.0846631129411
573236	-2.18547849323586	-0.044498036322287
575586	-2.56558828022316	-1.73937765758961
575587	-2.10851506855324	-1.68478194874256
575594	-4.14052323963478	-0.198186109480551
580050	-2.19645623829201	-0.0194149116846832
585054	1.37974567744896	-0.0430201391550812
585543	7.76976294849083	-0.807554076132468
585544	6.57695175740883	-0.207355479416541
591001	-0.409404083750992	0.406244536223718
591365	-0.727489754222184	-1.98268000286548
592010	0.474520400501937	0.0825447638657776
592028	6.31173281405136	-0.296729813036612
592031	-2.21130494739845	0.124036033931085
596320	-1.4070036854966	0.884881099047968
596327	0.989937976338119	0.867185314479181
613026	-3.75093583729103	-0.3905021275255
626095	-3.63099794056252	-0.381415548441103
629741	-2.98559312488869	-0.229103038725546
633147	-1.86015443470314	0.440592666449854
640513	0.611931994892807	0.760144074740717
641112	1.05409260127708	0.0389704902795044
641143	-3.05981378223732	0.639926751437494
641146	-3.89175443317726	0.356359024825403
644042	-3.51134328510597	0.793011267962762
644283	-2.04139976169899	0.169711371245691
644284	-3.2641814198716	0.0443366964486328
645127	-3.59136800434425	-0.27927897375553
645462	-0.0137637105210118	0.410773595156976
645464	-1.18979005482033	0.651337107005426
649746	-3.73075513508156	0.17103715735943
649754	-3.42818956043556	-0.0636974076601776
649764	-2.04398326542213	0.387038787188837
655812	-3.02755288746193	-0.110893289265326
657308	0.173847869374008	-0.0651446382376465
657324	0.792517856098861	-0.00631896656482545
658659	2.87446041438744	1.00353964168102
663952	-2.46626977588966	-0.0818253259035858
665943	1.5744416270034	-0.0271904866072449
665951	4.20311434600517	-0.029804627117804
665953	6.77124305102989	-1.18712774914234
66692	-3.08180074360207	-0.0154590110155853
675806	-3.35961846973732	0.0452370842126099
675812	-2.73972253467873	-0.117169300732306
679189	1.66444368693993	0.948370416941949
679192	-2.65750627186134	1.15371878940136
679935	5.93185971710846	0.354532976928064
680646	0.328527167774887	-0.186505089220694
695560	-3.41217546131447	0.137857814612695
697329	0.605091765858383	-0.550098265227965
698737	-3.36347512867287	0.0210308333066193
702443	6.1536587331073	0.423349102320978
702444	5.79744999144241	-0.335017691073111
702447	5.85790680941209	-0.335348750171355
702459	1.14637680385277	-0.93813289206951
706433	-1.71743707325295	0.770353873553583
709991	5.02711834047005	0.717131813350031
717959	5.04431135986015	0.841516574206659
718251	-0.843514248393326	-0.191712299999884
720554	-1.06867818500832	0.193993945899316
742725	1.14719934795067	0.674365957560846
742727	4.97536750171349	0.41582008201153
742729	-2.12956742908791	-0.0600237051817688
742733	3.75259871814415	0.133934577288934
742740	4.7172342095153	0.508475502314874
742741	4.48046393726036	0.496073861899683
742742	-0.211596771739273	0.661995609584161
742743	1.65092487666771	-0.920354763683966
742817	2.1258401427047	0.676551302256891
742820	-0.849772736094742	-1.82994834583729
742821	3.99497456882164	1.09572990733654
743710	-3.56824998524025	0.269378562751123
743719	-2.29495172169045	0.26858868199856
748224	8.19579978320763	-0.578815738377264
749219	-4.22058610584572	-0.369716423270396
758678	-2.75337915088966	0.318554421248743
759350	1.13465519282982	0.175910075488397
762948	-0.918587967417984	-1.89542309444874
762968	4.17250736091301	-0.888994733509711
762982	4.23934479091331	-0.461335925557754
762984	4.92082650993034	0.0356090267327515
763034	4.48355932567284	-0.178492645439795
767029	-2.61801843311623	-0.0439787308546814
767031	1.02895994517967	1.18115337688
768486	-2.95157842304543	-0.00313887995212403
818	6.50292952392265	-0.616540635642699
85962	-4.01522664692238	-0.150257627186469
862514	0.0582725558058925	-4.15105680626362
862962	5.89129274651423	-1.03200350206821
862965	4.32061405513451	-0.745289186653784
863767	-3.32610063221291	-0.29139102500408
864566	-4.50844888355568	-0.402811559555224
866771	2.35921545360252	0.549682219806024
866776	3.05490107867882	-0.260632152375868
868129	3.11805672977135	0.285885413470575
871585	-3.25864915516213	-0.672733018812827
873513	4.49231512878105	1.90871544677288
873533	1.24110384318993	1.14763470489056
878320	-2.15954904224709	-0.184959510979346
879088	-3.60929898884132	-0.331564719495467
879089	-3.57295636799171	0.0702033241418091
879090	-3.66653470661476	-0.17407483857601
879243	-1.26244907047585	0.237126906695673
883062	1.01408310268089	-1.22345046204059
883077	-3.36635236408546	0.161032815757104
883156	0.881383613087387	0.23888578015835
883166	-3.52660112049416	-0.233392591294936
886872	-3.5045960393174	0.715508063617059
887929	-2.22334127094582	0.304195781531641
888050	-3.42949895527199	-0.0276676217886719
888066	-3.31240777637795	0.117357512297937
888826	-4.14998273517921	0.0931447346833435
888833	1.1360609087722	-1.26148072880237
889201	-0.955313488505631	-0.209332774099997
890402	0.806993678547592	0.784608205142328
903510	-3.13664369251564	0.0612032015946594
903814	2.14262361858055	-0.0236730675074371
904	3.19817443225548	0.96599622565777
904306	1.34172363612816	-0.955391953406027
904314	-3.85397081043556	0.0911970337060181
908290	-2.41508321430519	0.25630726415188
909954	-2.80827264454201	0.398998041930505
911104	-2.75448159839943	0.900973518672296
927666	0.398009017445297	-0.192115495619467
931276	-1.16708449985817	0.0958416660454956
936154	-2.84946756031349	0.0464546282914368
944562	-2.50834111835793	-0.595145160970381
945711	-3.87228517200783	0.0305711825516907
981539	-1.96005897190407	0.304184099021265
997872	-1.60583285953835	0.0485702951577393
997884	4.60365803573296	-0.458770028022221
998088	-2.26049737598732	0.0575211246636597
999410	4.1878678354995	1.19452937442333
999412	4.09875722263023	-0.309724772987059
999413	2.41624231670067	0.464946349444696
999415	-1.78301934864357	0.720864494624445
